id	basisOfRecord	occurrenceID	individualCount	occurrenceStatus	occurrenceRemarks	eventID	identifiedBy	identificationVerificationStatus	scientificNameID	scientificName	kingdom	taxonRank	vernacularName
ZNP:Birds:2018-04-A:IT	HumanObservation	ZNP:Birds:18:00001	0	absent		ZNP:Birds:2018-04-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137179	Phalacrocorax carbo (Linnaeus, 1758)	Animalia	species	Aalscholver
ZNP:Birds:2018-05-A:IT	HumanObservation	ZNP:Birds:18:00002	0	absent		ZNP:Birds:2018-05-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137179	Phalacrocorax carbo (Linnaeus, 1758)	Animalia	species	Aalscholver
ZNP:Birds:2018-05-B:IT	HumanObservation	ZNP:Birds:18:00003	0	absent		ZNP:Birds:2018-05-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137179	Phalacrocorax carbo (Linnaeus, 1758)	Animalia	species	Aalscholver
ZNP:Birds:2018-06-A:IT	HumanObservation	ZNP:Birds:18:00004	0	absent		ZNP:Birds:2018-06-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137179	Phalacrocorax carbo (Linnaeus, 1758)	Animalia	species	Aalscholver
ZNP:Birds:2018-06-B:IT	HumanObservation	ZNP:Birds:18:00005	0	absent		ZNP:Birds:2018-06-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137179	Phalacrocorax carbo (Linnaeus, 1758)	Animalia	species	Aalscholver
ZNP:Birds:2018-07-A:IT	HumanObservation	ZNP:Birds:18:00006	0	absent		ZNP:Birds:2018-07-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137179	Phalacrocorax carbo (Linnaeus, 1758)	Animalia	species	Aalscholver
ZNP:Birds:2018-07-B:IT	HumanObservation	ZNP:Birds:18:00007		present		ZNP:Birds:2018-07-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137179	Phalacrocorax carbo (Linnaeus, 1758)	Animalia	species	Aalscholver
ZNP:Birds:2018-08-B:IT	HumanObservation	ZNP:Birds:18:00008	0	absent		ZNP:Birds:2018-08-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137179	Phalacrocorax carbo (Linnaeus, 1758)	Animalia	species	Aalscholver
ZNP:Birds:2018-09-A:IT	HumanObservation	ZNP:Birds:18:00009	3	present		ZNP:Birds:2018-09-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137179	Phalacrocorax carbo (Linnaeus, 1758)	Animalia	species	Aalscholver
ZNP:Birds:2018-09-B:IT	HumanObservation	ZNP:Birds:18:00010	0	absent		ZNP:Birds:2018-09-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137179	Phalacrocorax carbo (Linnaeus, 1758)	Animalia	species	Aalscholver
ZNP:Birds:2018-10-A:IT	HumanObservation	ZNP:Birds:18:00011	4	present		ZNP:Birds:2018-10-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137179	Phalacrocorax carbo (Linnaeus, 1758)	Animalia	species	Aalscholver
ZNP:Birds:2018-10-B:IT	HumanObservation	ZNP:Birds:18:00012	0	absent		ZNP:Birds:2018-10-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137179	Phalacrocorax carbo (Linnaeus, 1758)	Animalia	species	Aalscholver
ZNP:Birds:2018-11-A:IT	HumanObservation	ZNP:Birds:18:00013	0	absent		ZNP:Birds:2018-11-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137179	Phalacrocorax carbo (Linnaeus, 1758)	Animalia	species	Aalscholver
ZNP:Birds:2018-12-A:IT	HumanObservation	ZNP:Birds:18:00014	0	absent		ZNP:Birds:2018-12-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137179	Phalacrocorax carbo (Linnaeus, 1758)	Animalia	species	Aalscholver
ZNP:Birds:2018-12-B:IT	HumanObservation	ZNP:Birds:18:00015	0	absent		ZNP:Birds:2018-12-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137179	Phalacrocorax carbo (Linnaeus, 1758)	Animalia	species	Aalscholver
ZNP:Birds:2018-04-A:IT	HumanObservation	ZNP:Birds:18:00016	0	absent		ZNP:Birds:2018-04-A:IT	Wouter Faveyts	validated		Coccothraustes coccothraustes (Linnaeus, 1758)	Animalia	species	Appelvink
ZNP:Birds:2018-05-A:IT	HumanObservation	ZNP:Birds:18:00017	2	present		ZNP:Birds:2018-05-A:IT	Wouter Faveyts	validated		Coccothraustes coccothraustes (Linnaeus, 1758)	Animalia	species	Appelvink
ZNP:Birds:2018-05-B:IT	HumanObservation	ZNP:Birds:18:00018	0	absent		ZNP:Birds:2018-05-B:IT	Wouter Faveyts	validated		Coccothraustes coccothraustes (Linnaeus, 1758)	Animalia	species	Appelvink
ZNP:Birds:2018-06-A:IT	HumanObservation	ZNP:Birds:18:00019	0	absent		ZNP:Birds:2018-06-A:IT	Wouter Faveyts	validated		Coccothraustes coccothraustes (Linnaeus, 1758)	Animalia	species	Appelvink
ZNP:Birds:2018-06-B:IT	HumanObservation	ZNP:Birds:18:00020	0	absent		ZNP:Birds:2018-06-B:IT	Wouter Faveyts	validated		Coccothraustes coccothraustes (Linnaeus, 1758)	Animalia	species	Appelvink
ZNP:Birds:2018-07-A:IT	HumanObservation	ZNP:Birds:18:00021	0	absent		ZNP:Birds:2018-07-A:IT	Wouter Faveyts	validated		Coccothraustes coccothraustes (Linnaeus, 1758)	Animalia	species	Appelvink
ZNP:Birds:2018-07-B:IT	HumanObservation	ZNP:Birds:18:00022	0	absent		ZNP:Birds:2018-07-B:IT	Wouter Faveyts	validated		Coccothraustes coccothraustes (Linnaeus, 1758)	Animalia	species	Appelvink
ZNP:Birds:2018-08-B:IT	HumanObservation	ZNP:Birds:18:00023	0	absent		ZNP:Birds:2018-08-B:IT	Wouter Faveyts	validated		Coccothraustes coccothraustes (Linnaeus, 1758)	Animalia	species	Appelvink
ZNP:Birds:2018-09-A:IT	HumanObservation	ZNP:Birds:18:00024	0	absent		ZNP:Birds:2018-09-A:IT	Wouter Faveyts	validated		Coccothraustes coccothraustes (Linnaeus, 1758)	Animalia	species	Appelvink
ZNP:Birds:2018-09-B:IT	HumanObservation	ZNP:Birds:18:00025	0	absent		ZNP:Birds:2018-09-B:IT	Wouter Faveyts	validated		Coccothraustes coccothraustes (Linnaeus, 1758)	Animalia	species	Appelvink
ZNP:Birds:2018-10-A:IT	HumanObservation	ZNP:Birds:18:00026	0	absent		ZNP:Birds:2018-10-A:IT	Wouter Faveyts	validated		Coccothraustes coccothraustes (Linnaeus, 1758)	Animalia	species	Appelvink
ZNP:Birds:2018-10-B:IT	HumanObservation	ZNP:Birds:18:00027	0	absent		ZNP:Birds:2018-10-B:IT	Wouter Faveyts	validated		Coccothraustes coccothraustes (Linnaeus, 1758)	Animalia	species	Appelvink
ZNP:Birds:2018-11-A:IT	HumanObservation	ZNP:Birds:18:00028	0	absent		ZNP:Birds:2018-11-A:IT	Wouter Faveyts	validated		Coccothraustes coccothraustes (Linnaeus, 1758)	Animalia	species	Appelvink
ZNP:Birds:2018-12-A:IT	HumanObservation	ZNP:Birds:18:00029	0	absent		ZNP:Birds:2018-12-A:IT	Wouter Faveyts	validated		Coccothraustes coccothraustes (Linnaeus, 1758)	Animalia	species	Appelvink
ZNP:Birds:2018-12-B:IT	HumanObservation	ZNP:Birds:18:00030	0	absent		ZNP:Birds:2018-12-B:IT	Wouter Faveyts	validated		Coccothraustes coccothraustes (Linnaeus, 1758)	Animalia	species	Appelvink
ZNP:Birds:2018-04-A:IT	HumanObservation	ZNP:Birds:18:00031	0	absent		ZNP:Birds:2018-04-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:232042	Tadorna tadorna (Linnaeus, 1758)	Animalia	species	Bergeend
ZNP:Birds:2018-05-A:IT	HumanObservation	ZNP:Birds:18:00032	0	absent		ZNP:Birds:2018-05-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:232042	Tadorna tadorna (Linnaeus, 1758)	Animalia	species	Bergeend
ZNP:Birds:2018-05-B:IT	HumanObservation	ZNP:Birds:18:00033	0	absent		ZNP:Birds:2018-05-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:232042	Tadorna tadorna (Linnaeus, 1758)	Animalia	species	Bergeend
ZNP:Birds:2018-06-A:IT	HumanObservation	ZNP:Birds:18:00034	2	present		ZNP:Birds:2018-06-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:232042	Tadorna tadorna (Linnaeus, 1758)	Animalia	species	Bergeend
ZNP:Birds:2018-06-B:IT	HumanObservation	ZNP:Birds:18:00035	0	absent		ZNP:Birds:2018-06-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:232042	Tadorna tadorna (Linnaeus, 1758)	Animalia	species	Bergeend
ZNP:Birds:2018-07-A:IT	HumanObservation	ZNP:Birds:18:00036	0	absent		ZNP:Birds:2018-07-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:232042	Tadorna tadorna (Linnaeus, 1758)	Animalia	species	Bergeend
ZNP:Birds:2018-07-B:IT	HumanObservation	ZNP:Birds:18:00037	0	absent		ZNP:Birds:2018-07-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:232042	Tadorna tadorna (Linnaeus, 1758)	Animalia	species	Bergeend
ZNP:Birds:2018-08-B:IT	HumanObservation	ZNP:Birds:18:00038	0	absent		ZNP:Birds:2018-08-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:232042	Tadorna tadorna (Linnaeus, 1758)	Animalia	species	Bergeend
ZNP:Birds:2018-09-A:IT	HumanObservation	ZNP:Birds:18:00039	0	absent		ZNP:Birds:2018-09-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:232042	Tadorna tadorna (Linnaeus, 1758)	Animalia	species	Bergeend
ZNP:Birds:2018-09-B:IT	HumanObservation	ZNP:Birds:18:00040	0	absent		ZNP:Birds:2018-09-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:232042	Tadorna tadorna (Linnaeus, 1758)	Animalia	species	Bergeend
ZNP:Birds:2018-10-A:IT	HumanObservation	ZNP:Birds:18:00041	0	absent		ZNP:Birds:2018-10-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:232042	Tadorna tadorna (Linnaeus, 1758)	Animalia	species	Bergeend
ZNP:Birds:2018-10-B:IT	HumanObservation	ZNP:Birds:18:00042	0	absent		ZNP:Birds:2018-10-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:232042	Tadorna tadorna (Linnaeus, 1758)	Animalia	species	Bergeend
ZNP:Birds:2018-11-A:IT	HumanObservation	ZNP:Birds:18:00043	0	absent		ZNP:Birds:2018-11-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:232042	Tadorna tadorna (Linnaeus, 1758)	Animalia	species	Bergeend
ZNP:Birds:2018-12-A:IT	HumanObservation	ZNP:Birds:18:00044	0	absent		ZNP:Birds:2018-12-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:232042	Tadorna tadorna (Linnaeus, 1758)	Animalia	species	Bergeend
ZNP:Birds:2018-12-B:IT	HumanObservation	ZNP:Birds:18:00045	0	absent		ZNP:Birds:2018-12-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:232042	Tadorna tadorna (Linnaeus, 1758)	Animalia	species	Bergeend
ZNP:Birds:2018-04-A:IT	HumanObservation	ZNP:Birds:18:00046	0	absent		ZNP:Birds:2018-04-A:IT	Wouter Faveyts	validated		Phylloscopus inornatus (Blyth, 1842)	Animalia	species	Bladkoning
ZNP:Birds:2018-05-A:IT	HumanObservation	ZNP:Birds:18:00047	0	absent		ZNP:Birds:2018-05-A:IT	Wouter Faveyts	validated		Phylloscopus inornatus (Blyth, 1842)	Animalia	species	Bladkoning
ZNP:Birds:2018-05-B:IT	HumanObservation	ZNP:Birds:18:00048	0	absent		ZNP:Birds:2018-05-B:IT	Wouter Faveyts	validated		Phylloscopus inornatus (Blyth, 1842)	Animalia	species	Bladkoning
ZNP:Birds:2018-06-A:IT	HumanObservation	ZNP:Birds:18:00049	0	absent		ZNP:Birds:2018-06-A:IT	Wouter Faveyts	validated		Phylloscopus inornatus (Blyth, 1842)	Animalia	species	Bladkoning
ZNP:Birds:2018-06-B:IT	HumanObservation	ZNP:Birds:18:00050	0	absent		ZNP:Birds:2018-06-B:IT	Wouter Faveyts	validated		Phylloscopus inornatus (Blyth, 1842)	Animalia	species	Bladkoning
ZNP:Birds:2018-07-A:IT	HumanObservation	ZNP:Birds:18:00051	0	absent		ZNP:Birds:2018-07-A:IT	Wouter Faveyts	validated		Phylloscopus inornatus (Blyth, 1842)	Animalia	species	Bladkoning
ZNP:Birds:2018-07-B:IT	HumanObservation	ZNP:Birds:18:00052	0	absent		ZNP:Birds:2018-07-B:IT	Wouter Faveyts	validated		Phylloscopus inornatus (Blyth, 1842)	Animalia	species	Bladkoning
ZNP:Birds:2018-08-B:IT	HumanObservation	ZNP:Birds:18:00053	0	absent		ZNP:Birds:2018-08-B:IT	Wouter Faveyts	validated		Phylloscopus inornatus (Blyth, 1842)	Animalia	species	Bladkoning
ZNP:Birds:2018-09-A:IT	HumanObservation	ZNP:Birds:18:00054	0	absent		ZNP:Birds:2018-09-A:IT	Wouter Faveyts	validated		Phylloscopus inornatus (Blyth, 1842)	Animalia	species	Bladkoning
ZNP:Birds:2018-09-B:IT	HumanObservation	ZNP:Birds:18:00055	0	absent		ZNP:Birds:2018-09-B:IT	Wouter Faveyts	validated		Phylloscopus inornatus (Blyth, 1842)	Animalia	species	Bladkoning
ZNP:Birds:2018-10-A:IT	HumanObservation	ZNP:Birds:18:00056	2	present		ZNP:Birds:2018-10-A:IT	Wouter Faveyts	validated		Phylloscopus inornatus (Blyth, 1842)	Animalia	species	Bladkoning
ZNP:Birds:2018-10-B:IT	HumanObservation	ZNP:Birds:18:00057	0	absent		ZNP:Birds:2018-10-B:IT	Wouter Faveyts	validated		Phylloscopus inornatus (Blyth, 1842)	Animalia	species	Bladkoning
ZNP:Birds:2018-11-A:IT	HumanObservation	ZNP:Birds:18:00058	0	absent		ZNP:Birds:2018-11-A:IT	Wouter Faveyts	validated		Phylloscopus inornatus (Blyth, 1842)	Animalia	species	Bladkoning
ZNP:Birds:2018-12-A:IT	HumanObservation	ZNP:Birds:18:00059	0	absent		ZNP:Birds:2018-12-A:IT	Wouter Faveyts	validated		Phylloscopus inornatus (Blyth, 1842)	Animalia	species	Bladkoning
ZNP:Birds:2018-12-B:IT	HumanObservation	ZNP:Birds:18:00060	0	absent		ZNP:Birds:2018-12-B:IT	Wouter Faveyts	validated		Phylloscopus inornatus (Blyth, 1842)	Animalia	species	Bladkoning
ZNP:Birds:2018-04-A:IT	HumanObservation	ZNP:Birds:18:00061		present		ZNP:Birds:2018-04-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:212668	Ardea cinerea Linnaeus, 1758	Animalia	species	Blauwe reiger
ZNP:Birds:2018-05-A:IT	HumanObservation	ZNP:Birds:18:00062		present		ZNP:Birds:2018-05-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:212668	Ardea cinerea Linnaeus, 1758	Animalia	species	Blauwe reiger
ZNP:Birds:2018-05-B:IT	HumanObservation	ZNP:Birds:18:00063		present		ZNP:Birds:2018-05-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:212668	Ardea cinerea Linnaeus, 1758	Animalia	species	Blauwe reiger
ZNP:Birds:2018-06-A:IT	HumanObservation	ZNP:Birds:18:00064		present		ZNP:Birds:2018-06-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:212668	Ardea cinerea Linnaeus, 1758	Animalia	species	Blauwe reiger
ZNP:Birds:2018-06-B:IT	HumanObservation	ZNP:Birds:18:00065		present		ZNP:Birds:2018-06-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:212668	Ardea cinerea Linnaeus, 1758	Animalia	species	Blauwe reiger
ZNP:Birds:2018-07-A:IT	HumanObservation	ZNP:Birds:18:00066	0	absent		ZNP:Birds:2018-07-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:212668	Ardea cinerea Linnaeus, 1758	Animalia	species	Blauwe reiger
ZNP:Birds:2018-07-B:IT	HumanObservation	ZNP:Birds:18:00067	0	absent		ZNP:Birds:2018-07-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:212668	Ardea cinerea Linnaeus, 1758	Animalia	species	Blauwe reiger
ZNP:Birds:2018-08-B:IT	HumanObservation	ZNP:Birds:18:00068	1	present		ZNP:Birds:2018-08-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:212668	Ardea cinerea Linnaeus, 1758	Animalia	species	Blauwe reiger
ZNP:Birds:2018-09-A:IT	HumanObservation	ZNP:Birds:18:00069	2	present		ZNP:Birds:2018-09-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:212668	Ardea cinerea Linnaeus, 1758	Animalia	species	Blauwe reiger
ZNP:Birds:2018-09-B:IT	HumanObservation	ZNP:Birds:18:00070	0	absent		ZNP:Birds:2018-09-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:212668	Ardea cinerea Linnaeus, 1758	Animalia	species	Blauwe reiger
ZNP:Birds:2018-10-A:IT	HumanObservation	ZNP:Birds:18:00071	0	absent		ZNP:Birds:2018-10-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:212668	Ardea cinerea Linnaeus, 1758	Animalia	species	Blauwe reiger
ZNP:Birds:2018-10-B:IT	HumanObservation	ZNP:Birds:18:00072	0	absent		ZNP:Birds:2018-10-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:212668	Ardea cinerea Linnaeus, 1758	Animalia	species	Blauwe reiger
ZNP:Birds:2018-11-A:IT	HumanObservation	ZNP:Birds:18:00073	0	absent		ZNP:Birds:2018-11-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:212668	Ardea cinerea Linnaeus, 1758	Animalia	species	Blauwe reiger
ZNP:Birds:2018-12-A:IT	HumanObservation	ZNP:Birds:18:00074	0	absent		ZNP:Birds:2018-12-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:212668	Ardea cinerea Linnaeus, 1758	Animalia	species	Blauwe reiger
ZNP:Birds:2018-12-B:IT	HumanObservation	ZNP:Birds:18:00075	0	absent		ZNP:Birds:2018-12-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:212668	Ardea cinerea Linnaeus, 1758	Animalia	species	Blauwe reiger
ZNP:Birds:2018-04-A:IT	HumanObservation	ZNP:Birds:18:00076	0	absent		ZNP:Birds:2018-04-A:IT	Wouter Faveyts	validated		Hirundo rustica Linnaeus, 1758	Animalia	species	Boerenzwaluw
ZNP:Birds:2018-05-A:IT	HumanObservation	ZNP:Birds:18:00077	1	present		ZNP:Birds:2018-05-A:IT	Wouter Faveyts	validated		Hirundo rustica Linnaeus, 1758	Animalia	species	Boerenzwaluw
ZNP:Birds:2018-05-B:IT	HumanObservation	ZNP:Birds:18:00078	0	absent		ZNP:Birds:2018-05-B:IT	Wouter Faveyts	validated		Hirundo rustica Linnaeus, 1758	Animalia	species	Boerenzwaluw
ZNP:Birds:2018-06-A:IT	HumanObservation	ZNP:Birds:18:00079	0	absent		ZNP:Birds:2018-06-A:IT	Wouter Faveyts	validated		Hirundo rustica Linnaeus, 1758	Animalia	species	Boerenzwaluw
ZNP:Birds:2018-06-B:IT	HumanObservation	ZNP:Birds:18:00080		present		ZNP:Birds:2018-06-B:IT	Wouter Faveyts	validated		Hirundo rustica Linnaeus, 1758	Animalia	species	Boerenzwaluw
ZNP:Birds:2018-07-A:IT	HumanObservation	ZNP:Birds:18:00081	0	absent		ZNP:Birds:2018-07-A:IT	Wouter Faveyts	validated		Hirundo rustica Linnaeus, 1758	Animalia	species	Boerenzwaluw
ZNP:Birds:2018-07-B:IT	HumanObservation	ZNP:Birds:18:00082		present		ZNP:Birds:2018-07-B:IT	Wouter Faveyts	validated		Hirundo rustica Linnaeus, 1758	Animalia	species	Boerenzwaluw
ZNP:Birds:2018-08-B:IT	HumanObservation	ZNP:Birds:18:00083	5	present		ZNP:Birds:2018-08-B:IT	Wouter Faveyts	validated		Hirundo rustica Linnaeus, 1758	Animalia	species	Boerenzwaluw
ZNP:Birds:2018-09-A:IT	HumanObservation	ZNP:Birds:18:00084		present		ZNP:Birds:2018-09-A:IT	Wouter Faveyts	validated		Hirundo rustica Linnaeus, 1758	Animalia	species	Boerenzwaluw
ZNP:Birds:2018-09-B:IT	HumanObservation	ZNP:Birds:18:00085	0	absent		ZNP:Birds:2018-09-B:IT	Wouter Faveyts	validated		Hirundo rustica Linnaeus, 1758	Animalia	species	Boerenzwaluw
ZNP:Birds:2018-10-A:IT	HumanObservation	ZNP:Birds:18:00086	0	absent		ZNP:Birds:2018-10-A:IT	Wouter Faveyts	validated		Hirundo rustica Linnaeus, 1758	Animalia	species	Boerenzwaluw
ZNP:Birds:2018-10-B:IT	HumanObservation	ZNP:Birds:18:00087	0	absent		ZNP:Birds:2018-10-B:IT	Wouter Faveyts	validated		Hirundo rustica Linnaeus, 1758	Animalia	species	Boerenzwaluw
ZNP:Birds:2018-11-A:IT	HumanObservation	ZNP:Birds:18:00088	0	absent		ZNP:Birds:2018-11-A:IT	Wouter Faveyts	validated		Hirundo rustica Linnaeus, 1758	Animalia	species	Boerenzwaluw
ZNP:Birds:2018-12-A:IT	HumanObservation	ZNP:Birds:18:00089	0	absent		ZNP:Birds:2018-12-A:IT	Wouter Faveyts	validated		Hirundo rustica Linnaeus, 1758	Animalia	species	Boerenzwaluw
ZNP:Birds:2018-12-B:IT	HumanObservation	ZNP:Birds:18:00090	0	absent		ZNP:Birds:2018-12-B:IT	Wouter Faveyts	validated		Hirundo rustica Linnaeus, 1758	Animalia	species	Boerenzwaluw
ZNP:Birds:2018-04-A:IT	HumanObservation	ZNP:Birds:18:00091	0	absent		ZNP:Birds:2018-04-A:IT	Wouter Faveyts	validated		Ficedula hypoleuca (Pallas, 1764)	Animalia	species	Bonte vliegenvanger
ZNP:Birds:2018-05-A:IT	HumanObservation	ZNP:Birds:18:00092	0	absent		ZNP:Birds:2018-05-A:IT	Wouter Faveyts	validated		Ficedula hypoleuca (Pallas, 1764)	Animalia	species	Bonte vliegenvanger
ZNP:Birds:2018-05-B:IT	HumanObservation	ZNP:Birds:18:00093	0	absent		ZNP:Birds:2018-05-B:IT	Wouter Faveyts	validated		Ficedula hypoleuca (Pallas, 1764)	Animalia	species	Bonte vliegenvanger
ZNP:Birds:2018-06-A:IT	HumanObservation	ZNP:Birds:18:00094	0	absent		ZNP:Birds:2018-06-A:IT	Wouter Faveyts	validated		Ficedula hypoleuca (Pallas, 1764)	Animalia	species	Bonte vliegenvanger
ZNP:Birds:2018-06-B:IT	HumanObservation	ZNP:Birds:18:00095	0	absent		ZNP:Birds:2018-06-B:IT	Wouter Faveyts	validated		Ficedula hypoleuca (Pallas, 1764)	Animalia	species	Bonte vliegenvanger
ZNP:Birds:2018-07-A:IT	HumanObservation	ZNP:Birds:18:00096	0	absent		ZNP:Birds:2018-07-A:IT	Wouter Faveyts	validated		Ficedula hypoleuca (Pallas, 1764)	Animalia	species	Bonte vliegenvanger
ZNP:Birds:2018-07-B:IT	HumanObservation	ZNP:Birds:18:00097	0	absent		ZNP:Birds:2018-07-B:IT	Wouter Faveyts	validated		Ficedula hypoleuca (Pallas, 1764)	Animalia	species	Bonte vliegenvanger
ZNP:Birds:2018-08-B:IT	HumanObservation	ZNP:Birds:18:00098	0	absent		ZNP:Birds:2018-08-B:IT	Wouter Faveyts	validated		Ficedula hypoleuca (Pallas, 1764)	Animalia	species	Bonte vliegenvanger
ZNP:Birds:2018-09-A:IT	HumanObservation	ZNP:Birds:18:00099	1	present		ZNP:Birds:2018-09-A:IT	Wouter Faveyts	validated		Ficedula hypoleuca (Pallas, 1764)	Animalia	species	Bonte vliegenvanger
ZNP:Birds:2018-09-B:IT	HumanObservation	ZNP:Birds:18:00100	0	absent		ZNP:Birds:2018-09-B:IT	Wouter Faveyts	validated		Ficedula hypoleuca (Pallas, 1764)	Animalia	species	Bonte vliegenvanger
ZNP:Birds:2018-10-A:IT	HumanObservation	ZNP:Birds:18:00101	0	absent		ZNP:Birds:2018-10-A:IT	Wouter Faveyts	validated		Ficedula hypoleuca (Pallas, 1764)	Animalia	species	Bonte vliegenvanger
ZNP:Birds:2018-10-B:IT	HumanObservation	ZNP:Birds:18:00102	0	absent		ZNP:Birds:2018-10-B:IT	Wouter Faveyts	validated		Ficedula hypoleuca (Pallas, 1764)	Animalia	species	Bonte vliegenvanger
ZNP:Birds:2018-11-A:IT	HumanObservation	ZNP:Birds:18:00103	0	absent		ZNP:Birds:2018-11-A:IT	Wouter Faveyts	validated		Ficedula hypoleuca (Pallas, 1764)	Animalia	species	Bonte vliegenvanger
ZNP:Birds:2018-12-A:IT	HumanObservation	ZNP:Birds:18:00104	0	absent		ZNP:Birds:2018-12-A:IT	Wouter Faveyts	validated		Ficedula hypoleuca (Pallas, 1764)	Animalia	species	Bonte vliegenvanger
ZNP:Birds:2018-12-B:IT	HumanObservation	ZNP:Birds:18:00105	0	absent		ZNP:Birds:2018-12-B:IT	Wouter Faveyts	validated		Ficedula hypoleuca (Pallas, 1764)	Animalia	species	Bonte vliegenvanger
ZNP:Birds:2018-04-A:IT	HumanObservation	ZNP:Birds:18:00106	2	present		ZNP:Birds:2018-04-A:IT	Wouter Faveyts	validated		Certhia brachydactyla C.L.Brehm, 1820	Animalia	species	Boomkruiper
ZNP:Birds:2018-05-A:IT	HumanObservation	ZNP:Birds:18:00107	1	present		ZNP:Birds:2018-05-A:IT	Wouter Faveyts	validated		Certhia brachydactyla C.L.Brehm, 1820	Animalia	species	Boomkruiper
ZNP:Birds:2018-05-B:IT	HumanObservation	ZNP:Birds:18:00108	1	present		ZNP:Birds:2018-05-B:IT	Wouter Faveyts	validated		Certhia brachydactyla C.L.Brehm, 1820	Animalia	species	Boomkruiper
ZNP:Birds:2018-06-A:IT	HumanObservation	ZNP:Birds:18:00109	2	present		ZNP:Birds:2018-06-A:IT	Wouter Faveyts	validated		Certhia brachydactyla C.L.Brehm, 1820	Animalia	species	Boomkruiper
ZNP:Birds:2018-06-B:IT	HumanObservation	ZNP:Birds:18:00110	2	present		ZNP:Birds:2018-06-B:IT	Wouter Faveyts	validated		Certhia brachydactyla C.L.Brehm, 1820	Animalia	species	Boomkruiper
ZNP:Birds:2018-07-A:IT	HumanObservation	ZNP:Birds:18:00111	2	present		ZNP:Birds:2018-07-A:IT	Wouter Faveyts	validated		Certhia brachydactyla C.L.Brehm, 1820	Animalia	species	Boomkruiper
ZNP:Birds:2018-07-B:IT	HumanObservation	ZNP:Birds:18:00112	4	present		ZNP:Birds:2018-07-B:IT	Wouter Faveyts	validated		Certhia brachydactyla C.L.Brehm, 1820	Animalia	species	Boomkruiper
ZNP:Birds:2018-08-B:IT	HumanObservation	ZNP:Birds:18:00113	2	present		ZNP:Birds:2018-08-B:IT	Wouter Faveyts	validated		Certhia brachydactyla C.L.Brehm, 1820	Animalia	species	Boomkruiper
