id	basisOfRecord	occurrenceID	individualCount	occurrenceStatus	occurrenceRemarks	eventID	identifiedBy	identificationVerificationStatus	scientificNameID	scientificName	kingdom	taxonRank	vernacularName
ZNP:Birds:2023-02-B:IT	HumanObservation	ZNP:Birds:23:00643	0	absent		ZNP:Birds:2023-02-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-03-A:IT	HumanObservation	ZNP:Birds:23:00644	0	absent		ZNP:Birds:2023-03-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-04-B:IT	HumanObservation	ZNP:Birds:23:00645	0	absent		ZNP:Birds:2023-04-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-05-A:IT	HumanObservation	ZNP:Birds:23:00646	0	absent		ZNP:Birds:2023-05-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-05-B:IT	HumanObservation	ZNP:Birds:23:00647	0	absent		ZNP:Birds:2023-05-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-06-A:IT	HumanObservation	ZNP:Birds:23:00648	0	absent		ZNP:Birds:2023-06-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-06-B:IT	HumanObservation	ZNP:Birds:23:00649	0	absent		ZNP:Birds:2023-06-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-07-A:IT	HumanObservation	ZNP:Birds:23:00650	0	absent		ZNP:Birds:2023-07-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-08-A:IT	HumanObservation	ZNP:Birds:23:00651	0	absent		ZNP:Birds:2023-08-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-08-B:IT	HumanObservation	ZNP:Birds:23:00652	0	absent		ZNP:Birds:2023-08-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-09-A:IT	HumanObservation	ZNP:Birds:23:00653	0	absent		ZNP:Birds:2023-09-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-09-B:IT	HumanObservation	ZNP:Birds:23:00654	0	absent		ZNP:Birds:2023-09-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-10-A:IT	HumanObservation	ZNP:Birds:23:00655	0	absent		ZNP:Birds:2023-10-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-10-B:IT	HumanObservation	ZNP:Birds:23:00656	0	absent		ZNP:Birds:2023-10-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-11-A:IT	HumanObservation	ZNP:Birds:23:00657	0	absent		ZNP:Birds:2023-11-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-11-B:IT	HumanObservation	ZNP:Birds:23:00658	0	absent		ZNP:Birds:2023-11-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-12-A:IT	HumanObservation	ZNP:Birds:23:00659	0	absent		ZNP:Birds:2023-12-A:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-12-B:IT	HumanObservation	ZNP:Birds:23:00660	0	absent		ZNP:Birds:2023-12-B:IT	Wouter Faveyts	validated	urn:lsid:marinespecies.org:taxname:137182	Podiceps cristatus (Linnaeus, 1758)	Animalia	species	Fuut
ZNP:Birds:2023-01-A:IT	HumanObservation	ZNP:Birds:23:00661	2	present		ZNP:Birds:2023-01-A:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-02-A:IT	HumanObservation	ZNP:Birds:23:00662	2	present		ZNP:Birds:2023-02-A:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-02-B:IT	HumanObservation	ZNP:Birds:23:00663	0	absent		ZNP:Birds:2023-02-B:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-03-A:IT	HumanObservation	ZNP:Birds:23:00664	5	present		ZNP:Birds:2023-03-A:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-04-B:IT	HumanObservation	ZNP:Birds:23:00665	1	present		ZNP:Birds:2023-04-B:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-05-A:IT	HumanObservation	ZNP:Birds:23:00666	3	present		ZNP:Birds:2023-05-A:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-05-B:IT	HumanObservation	ZNP:Birds:23:00667	4	present		ZNP:Birds:2023-05-B:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-06-A:IT	HumanObservation	ZNP:Birds:23:00668	0	absent		ZNP:Birds:2023-06-A:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-06-B:IT	HumanObservation	ZNP:Birds:23:00669	2	present		ZNP:Birds:2023-06-B:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-07-A:IT	HumanObservation	ZNP:Birds:23:00670	7	present		ZNP:Birds:2023-07-A:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-08-A:IT	HumanObservation	ZNP:Birds:23:00671	1	present		ZNP:Birds:2023-08-A:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-08-B:IT	HumanObservation	ZNP:Birds:23:00672	5	present		ZNP:Birds:2023-08-B:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-09-A:IT	HumanObservation	ZNP:Birds:23:00673	3	present		ZNP:Birds:2023-09-A:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-09-B:IT	HumanObservation	ZNP:Birds:23:00674	2	present		ZNP:Birds:2023-09-B:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-10-A:IT	HumanObservation	ZNP:Birds:23:00675	0	absent		ZNP:Birds:2023-10-A:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-10-B:IT	HumanObservation	ZNP:Birds:23:00676	0	absent		ZNP:Birds:2023-10-B:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-11-A:IT	HumanObservation	ZNP:Birds:23:00677	3	present		ZNP:Birds:2023-11-A:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-11-B:IT	HumanObservation	ZNP:Birds:23:00678	3	present		ZNP:Birds:2023-11-B:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-12-A:IT	HumanObservation	ZNP:Birds:23:00679	1	present		ZNP:Birds:2023-12-A:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-12-B:IT	HumanObservation	ZNP:Birds:23:00680	3	present		ZNP:Birds:2023-12-B:IT	Wouter Faveyts	validated		Garrulus glandarius (Linnaeus, 1758)	Animalia	species	Gaai
ZNP:Birds:2023-01-A:IT	HumanObservation	ZNP:Birds:23:00681	0	absent		ZNP:Birds:2023-01-A:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-02-A:IT	HumanObservation	ZNP:Birds:23:00682	0	absent		ZNP:Birds:2023-02-A:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-02-B:IT	HumanObservation	ZNP:Birds:23:00683	0	absent		ZNP:Birds:2023-02-B:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-03-A:IT	HumanObservation	ZNP:Birds:23:00684	0	absent		ZNP:Birds:2023-03-A:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-04-B:IT	HumanObservation	ZNP:Birds:23:00685	0	absent		ZNP:Birds:2023-04-B:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-05-A:IT	HumanObservation	ZNP:Birds:23:00686	0	absent		ZNP:Birds:2023-05-A:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-05-B:IT	HumanObservation	ZNP:Birds:23:00687	0	absent		ZNP:Birds:2023-05-B:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-06-A:IT	HumanObservation	ZNP:Birds:23:00688	0	absent		ZNP:Birds:2023-06-A:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-06-B:IT	HumanObservation	ZNP:Birds:23:00689	0	absent		ZNP:Birds:2023-06-B:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-07-A:IT	HumanObservation	ZNP:Birds:23:00690	0	absent		ZNP:Birds:2023-07-A:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-08-A:IT	HumanObservation	ZNP:Birds:23:00691	0	absent		ZNP:Birds:2023-08-A:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-08-B:IT	HumanObservation	ZNP:Birds:23:00692	0	absent		ZNP:Birds:2023-08-B:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-09-A:IT	HumanObservation	ZNP:Birds:23:00693	0	absent		ZNP:Birds:2023-09-A:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-09-B:IT	HumanObservation	ZNP:Birds:23:00694	0	absent		ZNP:Birds:2023-09-B:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-10-A:IT	HumanObservation	ZNP:Birds:23:00695	0	absent		ZNP:Birds:2023-10-A:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-10-B:IT	HumanObservation	ZNP:Birds:23:00696	0	absent		ZNP:Birds:2023-10-B:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-11-A:IT	HumanObservation	ZNP:Birds:23:00697	0	absent		ZNP:Birds:2023-11-A:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-11-B:IT	HumanObservation	ZNP:Birds:23:00698	0	absent		ZNP:Birds:2023-11-B:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-12-A:IT	HumanObservation	ZNP:Birds:23:00699	0	absent		ZNP:Birds:2023-12-A:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-12-B:IT	HumanObservation	ZNP:Birds:23:00700	0	absent		ZNP:Birds:2023-12-B:IT	Wouter Faveyts	validated		Phoenicurus phoenicurus (Linnaeus, 1758)	Animalia	species	Gekraagde roodstaart
ZNP:Birds:2023-01-A:IT	HumanObservation	ZNP:Birds:23:00701	0	absent		ZNP:Birds:2023-01-A:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-02-A:IT	HumanObservation	ZNP:Birds:23:00702	0	absent		ZNP:Birds:2023-02-A:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-02-B:IT	HumanObservation	ZNP:Birds:23:00703	0	absent		ZNP:Birds:2023-02-B:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-03-A:IT	HumanObservation	ZNP:Birds:23:00704	0	absent		ZNP:Birds:2023-03-A:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-04-B:IT	HumanObservation	ZNP:Birds:23:00705		present	flying over	ZNP:Birds:2023-04-B:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-05-A:IT	HumanObservation	ZNP:Birds:23:00706		present	flying over	ZNP:Birds:2023-05-A:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-05-B:IT	HumanObservation	ZNP:Birds:23:00707	0	absent		ZNP:Birds:2023-05-B:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-06-A:IT	HumanObservation	ZNP:Birds:23:00708	0	absent		ZNP:Birds:2023-06-A:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-06-B:IT	HumanObservation	ZNP:Birds:23:00709	0	absent		ZNP:Birds:2023-06-B:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-07-A:IT	HumanObservation	ZNP:Birds:23:00710	0	absent		ZNP:Birds:2023-07-A:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-08-A:IT	HumanObservation	ZNP:Birds:23:00711		present	flying over	ZNP:Birds:2023-08-A:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-08-B:IT	HumanObservation	ZNP:Birds:23:00712	0	absent		ZNP:Birds:2023-08-B:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-09-A:IT	HumanObservation	ZNP:Birds:23:00713		present	flying over	ZNP:Birds:2023-09-A:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-09-B:IT	HumanObservation	ZNP:Birds:23:00714	0	absent		ZNP:Birds:2023-09-B:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-10-A:IT	HumanObservation	ZNP:Birds:23:00715	0	absent		ZNP:Birds:2023-10-A:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-10-B:IT	HumanObservation	ZNP:Birds:23:00716	0	absent		ZNP:Birds:2023-10-B:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-11-A:IT	HumanObservation	ZNP:Birds:23:00717	0	absent		ZNP:Birds:2023-11-A:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-11-B:IT	HumanObservation	ZNP:Birds:23:00718	0	absent		ZNP:Birds:2023-11-B:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-12-A:IT	HumanObservation	ZNP:Birds:23:00719	0	absent		ZNP:Birds:2023-12-A:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-12-B:IT	HumanObservation	ZNP:Birds:23:00720	0	absent		ZNP:Birds:2023-12-B:IT	Wouter Faveyts	validated		Motacilla flava Linnaeus, 1758	Animalia	species	Gele Kwikstaart
ZNP:Birds:2023-01-A:IT	HumanObservation	ZNP:Birds:23:00721	0	absent		ZNP:Birds:2023-01-A:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-02-A:IT	HumanObservation	ZNP:Birds:23:00722	0	absent		ZNP:Birds:2023-02-A:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-02-B:IT	HumanObservation	ZNP:Birds:23:00723	0	absent		ZNP:Birds:2023-02-B:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-03-A:IT	HumanObservation	ZNP:Birds:23:00724	0	absent		ZNP:Birds:2023-03-A:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-04-B:IT	HumanObservation	ZNP:Birds:23:00725	0	absent		ZNP:Birds:2023-04-B:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-05-A:IT	HumanObservation	ZNP:Birds:23:00726	0	absent		ZNP:Birds:2023-05-A:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-05-B:IT	HumanObservation	ZNP:Birds:23:00727		present	flying over	ZNP:Birds:2023-05-B:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-06-A:IT	HumanObservation	ZNP:Birds:23:00728	30	present		ZNP:Birds:2023-06-A:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-06-B:IT	HumanObservation	ZNP:Birds:23:00729		present	flying over	ZNP:Birds:2023-06-B:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-07-A:IT	HumanObservation	ZNP:Birds:23:00730		present	flying over	ZNP:Birds:2023-07-A:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-08-A:IT	HumanObservation	ZNP:Birds:23:00731	1	present		ZNP:Birds:2023-08-A:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-08-B:IT	HumanObservation	ZNP:Birds:23:00732	0	absent		ZNP:Birds:2023-08-B:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-09-A:IT	HumanObservation	ZNP:Birds:23:00733	0	absent		ZNP:Birds:2023-09-A:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-09-B:IT	HumanObservation	ZNP:Birds:23:00734	0	absent		ZNP:Birds:2023-09-B:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-10-A:IT	HumanObservation	ZNP:Birds:23:00735	0	absent		ZNP:Birds:2023-10-A:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-10-B:IT	HumanObservation	ZNP:Birds:23:00736	0	absent		ZNP:Birds:2023-10-B:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-11-A:IT	HumanObservation	ZNP:Birds:23:00737	0	absent		ZNP:Birds:2023-11-A:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-11-B:IT	HumanObservation	ZNP:Birds:23:00738	0	absent		ZNP:Birds:2023-11-B:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-12-A:IT	HumanObservation	ZNP:Birds:23:00739	0	absent		ZNP:Birds:2023-12-A:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-12-B:IT	HumanObservation	ZNP:Birds:23:00740	0	absent		ZNP:Birds:2023-12-B:IT	Wouter Faveyts	validated		Apus apus (Linnaeus, 1758)	Animalia	species	Gierzwaluw
ZNP:Birds:2023-01-A:IT	HumanObservation	ZNP:Birds:23:00741	2	present		ZNP:Birds:2023-01-A:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-02-A:IT	HumanObservation	ZNP:Birds:23:00742	2	present		ZNP:Birds:2023-02-A:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-02-B:IT	HumanObservation	ZNP:Birds:23:00743	0	absent		ZNP:Birds:2023-02-B:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-03-A:IT	HumanObservation	ZNP:Birds:23:00744	0	absent		ZNP:Birds:2023-03-A:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-04-B:IT	HumanObservation	ZNP:Birds:23:00745	0	absent		ZNP:Birds:2023-04-B:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-05-A:IT	HumanObservation	ZNP:Birds:23:00746	0	absent		ZNP:Birds:2023-05-A:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-05-B:IT	HumanObservation	ZNP:Birds:23:00747	0	absent		ZNP:Birds:2023-05-B:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-06-A:IT	HumanObservation	ZNP:Birds:23:00748	0	absent		ZNP:Birds:2023-06-A:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-06-B:IT	HumanObservation	ZNP:Birds:23:00749	0	absent		ZNP:Birds:2023-06-B:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-07-A:IT	HumanObservation	ZNP:Birds:23:00750	0	absent		ZNP:Birds:2023-07-A:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-08-A:IT	HumanObservation	ZNP:Birds:23:00751	0	absent		ZNP:Birds:2023-08-A:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-08-B:IT	HumanObservation	ZNP:Birds:23:00752	0	absent		ZNP:Birds:2023-08-B:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-09-A:IT	HumanObservation	ZNP:Birds:23:00753	0	absent		ZNP:Birds:2023-09-A:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-09-B:IT	HumanObservation	ZNP:Birds:23:00754	0	absent		ZNP:Birds:2023-09-B:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-10-A:IT	HumanObservation	ZNP:Birds:23:00755	1	present		ZNP:Birds:2023-10-A:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-10-B:IT	HumanObservation	ZNP:Birds:23:00756	9	present		ZNP:Birds:2023-10-B:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-11-A:IT	HumanObservation	ZNP:Birds:23:00757	13	present		ZNP:Birds:2023-11-A:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-11-B:IT	HumanObservation	ZNP:Birds:23:00758	6	present		ZNP:Birds:2023-11-B:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-12-A:IT	HumanObservation	ZNP:Birds:23:00759	10	present		ZNP:Birds:2023-12-A:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-12-B:IT	HumanObservation	ZNP:Birds:23:00760	2	present		ZNP:Birds:2023-12-B:IT	Wouter Faveyts	validated		Regulus regulus (Linnaeus, 1758)	Animalia	species	Goudhaan
ZNP:Birds:2023-01-A:IT	HumanObservation	ZNP:Birds:23:00761	0	absent		ZNP:Birds:2023-01-A:IT	Wouter Faveyts	validated		Pyrrhula pyrrhula (Linnaeus, 1758)	Animalia	species	Goudvink
